riversare	[10086015]
circostanza	[10199073.0, 9770385, 9432057, 10056750.0, 9889005, 10440127, 10349144, 9100080, 9085157, 9795698.0, 9305624.0, 9624801, 9582870.0, 9169755.0, 9631363.0, 9186275, 10318616.0, 10440542, 9495786.0, 9712376, 9025876, 9168362.0, 9274817.0, 9085159, 10108300, 9962848.0]
parziale	[10033132.0, 10286612, 10361065.0, 9828324.0, 9828325.0, 9507545.0]
abilità	[10033291.0, 10058369.0, 9358834, 9169475.0, 9638875.0, 10433904, 9439088, 9299497.0, 9417354, 9220824.0, 10314158, 9364755.0, 10433934, 10433861.0, 10060539.0, 10032778.0, 10264297, 9853539.0, 10230067.0, 10481855, 9888959.0, 9777912.0, 10380839, 9796749.0, 10392137, 9760580, 10123472.0, 9556614.0, 9640946, 9810635, 10439454, 9675858.0, 9082621.0, 9605138, 9876730, 9582881, 9251553, 10444246.0, 9792656.0, 9871805.0, 10342393.0, 10196804, 9485146.0, 9645432]
branco	[9126710.0, 9997735.0, 9430591.0, 9582409.0, 9866741, 9050431, 10099387, 9553551.0, 9655026, 10202705.0, 10354969, 9525081, 10401445, 10462743.0, 9353567, 9349162.0, 10308190.0, 9592383.0, 9649655, 9146936.0, 10446975, 9175947, 9084437.0, 10110357, 10269214.0, 9194177, 10002181, 9109112.0, 9082887, 9026795.0, 9763899.0, 10070935, 9452985.0, 9308644.0, 10482257.0, 9318021, 10407380.0, 10099250.0, 9774290.0, 10351283.0, 9592382.0, 9331686.0, 10311336.0, 9030624, 10385044, 9582773, 9592364.0, 9934061, 10194666, 9056854, 9295245, 10159260, 9296453, 9592493, 10083463.0, 9295251, 9422275.0, 10194748, 9308646, 9318319.0, 9349101.0, 9672401.0, 9958209, 9821270.0, 9062184.0, 9865512.0, 10307660.0, 9287032.0, 9582776.0, 10194745, 9849185.0, 9015641.0, 9373493.0, 9373494.0, 9111156.0, 10194660.0, 9700041.0, 9506143.0, 10024171.0, 9522726.0, 10397193, 9537021.0]
vizio	[10166827.0, 10214648, 9429578, 9716662, 9405805, 9675427, 9219797, 9183585.0, 9776511, 9995620.0, 9944142.0, 10167805, 9289470.0, 9500192, 9807235.0, 9618457, 9675262.0, 9415179, 9804362, 9398915, 9951872, 9539820, 9251190, 9816232.0, 10196625.0, 10151136.0, 9827431.0, 9091333, 9185374, 9614050, 9780242.0, 9190728.0, 9872823.0, 10010957]
epoca	[10059612, 10058977.0, 9599817.0, 10057618.0, 10363883.0, 9595685.0, 9405170, 10060128, 9444518.0, 9731600, 9075352, 10061404, 9429579, 9904001.0, 9380989, 10132083, 9354883, 10460382.0]
riscontro	[10323604.0, 9237269.0, 10466313, 10320091.0]
scenografia	[9595460.0, 9627866, 9737243]
traduttore	[10303717.0, 10303418.0, 9357150, 10058424.0, 10432633, 10303726, 9620531.0, 9620541.0, 10016369.0, 9560692, 10303447, 10434464.0, 10372423.0, 10016088]
astrologo	[10057041.0, 9606588.0, 10057182.0]
persino	[9408313, 9079026, 10421091, 9755181, 9843075.0, 9812440.0, 9944457.0, 9192976.0, 9688765.0, 9643885, 9458137, 10315011.0, 9434209.0, 9887592, 9459719, 10374180.0, 10493433, 9433992.0, 10010383.0, 9990412, 9610633, 9218368.0, 10162879, 9861073, 10400762, 9169395, 9458474, 9408639.0, 10120472.0, 9900661.0, 10170871.0, 9289767.0, 9775876.0, 10017190.0, 10304180, 10226131.0, 9472437, 9433792.0, 9485315, 10162003, 10114578.0, 9349029.0, 9085268, 9723292.0, 9202787.0, 10111064.0, 9144693, 9899953, 9640531, 9836068, 9710186.0, 9434188.0, 9326021.0, 9660723, 9899477, 9485108.0, 10175306, 9290096.0, 10176237, 9169135, 9990411, 9114728, 9387250.0, 9565320.0, 10142575, 10171520, 9114240, 9405382, 10416574, 9778951.0, 9008331.0, 9047013.0, 9893638.0, 9924628.0, 9717603.0, 9459490.0, 9452101, 9901196, 10387848, 9107395.0, 9981033.0, 9671560.0, 9552663.0, 9418121.0, 9260936, 9335354.0, 10061168, 9899942.0, 9339453.0, 9814179.0, 10183964.0, 10416530.0, 10247825, 9814618, 9778850.0, 10056317, 9284915.0, 10318168, 9843387.0, 9649269.0, 9883273.0, 9222585, 10462169.0, 9288004.0, 9118035.0, 9528037.0, 9503961.0, 9059324.0, 10261061.0, 9018935.0, 9390073.0, 10069387.0, 9924646, 9440536, 10114660, 9475009, 9218450, 9366378, 10177153.0, 9920600.0, 9770493.0, 10189511, 9117771.0, 9321814.0, 10451777.0, 9459102.0, 9653201, 10218694, 9484367.0, 9389602, 9470267, 9117826.0, 9348835, 9840564.0, 9181499, 9957636, 9222868, 9238016, 9550855, 9990065.0, 10110656.0, 9193731, 10491439, 9654763, 10260581, 9628865.0, 10205638, 9498728.0, 9468283.0, 9478151.0, 9447287, 9114574, 10015194.0, 10359267.0, 9065420, 9433908.0, 9778333.0, 9113454, 9601284, 9326360, 9874080.0, 9409860.0, 9454677.0, 9968554.0, 9593556.0, 9925030, 9902043, 10067131, 10084747, 9556235, 10423087, 9185996.0, 9894222, 10206275, 9027634.0, 9286668, 9354889, 9795517, 10244968.0, 10243333, 9046150, 9251563, 9287077, 10189533, 10224241, 9410713, 9089466, 9073396, 9893751, 10491052, 9314216, 9314080, 10163167, 9038265, 9871228, 9843081, 9331320, 9336185, 10287979, 9871110, 9122317, 10241863, 9349228, 9744261, 9313357.0, 9150726, 9110964.0, 10235388.0, 9495900.0, 10093950.0, 10324710.0, 10255389.0, 9977689.0, 9506206.0, 9185581.0, 9116853, 9592734.0, 9199870.0, 10331381.0, 9708970.0, 9630197.0, 9993495, 9501420, 10135933, 9347882, 10149466.0, 10135506, 9897960, 9885896, 9021616.0, 10037428, 9320966.0, 9796194.0, 10242995, 9185951.0, 9073047, 10429601.0, 10292175.0, 9090625.0, 9516496, 10457460, 9155775.0, 9213499.0, 9675025.0, 9090781.0, 9883014.0, 10481216, 9964551, 9422294, 10158748, 9336944.0, 9827857, 10469268, 9200357.0, 9758257, 9454774, 9146804.0, 10172118.0, 10170069, 9629633, 9705681, 9643662]
cassetto	[9365870, 9907928, 9924157, 9163536, 9555575, 9130614, 9837444, 10407578, 9085003.0, 9546719.0, 9213418, 10163336, 9243800.0, 10172378, 9493503, 9845306.0, 9602142, 9402830, 10266654, 9162427, 9356613, 9687417.0, 10065539, 10419080, 9552453, 9853755, 9015996, 9651140.0, 9821967.0, 9244176.0, 9163697, 9607592, 9585229, 9790164.0, 10050906.0, 9841597, 10171798, 10409010]
olimpico	[9168225.0, 9217277]
credibile	[9828760, 9990092, 10054007, 10203592.0, 9185134, 9570444, 9274946.0, 10260220.0, 9237740, 9394797, 9176973, 9070424.0, 9238879.0]
locale	[10056887.0, 10056887.0, 10421157, 10421157, 10033037.0, 10033037.0, 10032989.0, 10032989.0, 9664186.0, 9664186.0, 9000781.0, 9000781.0, 9169090.0, 9169090.0, 10167364, 10167364, 10338394, 10338394, 10059991.0, 10059991.0, 9450332, 9450332, 10277665, 10277665, 9132106.0, 9132106.0, 10042678.0, 10042678.0, 10269536.0, 10269536.0, 9951597, 9951597, 9321414.0, 9321414.0, 9926411.0, 9926411.0, 9178131, 9178131, 10176754, 10176754, 10444643.0, 10444643.0, 10444665.0, 10444665.0, 10137212, 10137212, 10179735.0, 10179735.0, 10465161, 10465161, 9618408, 9618408, 10046828, 10046828, 9619825, 9619825, 9092392, 9092392, 10099454.0, 10099454.0, 9649897, 9649897, 9414649, 9414649, 10061334.0, 10061334.0, 9383683, 9383683, 9786878.0, 9786878.0, 10084510.0, 10084510.0, 9408165.0, 9408165.0, 10368504, 10368504, 9105442.0, 9105442.0, 10174533.0, 10174533.0, 10467105, 10467105, 10058987.0, 10058987.0, 9334826.0, 9334826.0, 9394794, 9394794, 10482651.0, 10482651.0, 9530722, 9530722, 10248774, 10248774, 9606893, 9606893, 10259981.0, 10259981.0, 10137842, 10137842, 10143730, 10143730, 10224515.0, 10224515.0, 10465781.0, 10465781.0, 10465483.0, 10465483.0, 9351500.0, 9351500.0, 10469475, 10469475, 9158267.0, 9158267.0, 9216740.0, 9216740.0, 9105705, 9105705, 10203214, 10203214, 9126284, 9126284, 9105266, 9105266, 9359427, 9359427, 9887473, 9887473, 9730158, 9730158, 9654133.0, 9654133.0, 9408159.0, 9408159.0, 9523600.0, 9523600.0, 9396802.0, 9396802.0, 10139796, 10139796, 9354284, 9354284, 9546771, 9546771, 9105435, 9105435, 10368533.0, 10368533.0, 10436110.0, 10436110.0, 9841069.0, 9841069.0, 9569025, 9569025, 9283437.0, 9283437.0, 10179778, 10179778, 9801600, 9801600, 9041795.0, 9041795.0, 10061321, 10061321, 10070222.0, 10070222.0, 9317341.0, 9317341.0, 10181464, 10181464, 10465049.0, 10465049.0, 10398606, 10398606, 10383083, 10383083, 10447495, 10447495, 10465456, 10465456, 9314864.0, 9314864.0, 9836804, 9836804, 9646989, 9646989, 9145776, 9145776, 10149443, 10149443, 9317323, 9317323, 9787156, 9787156, 10457526, 10457526, 10145848, 10145848, 9283950, 9283950, 9358814, 9358814, 9358705, 9358705, 9887591.0, 9887591.0, 9654132, 9654132, 10383590.0, 10383590.0, 9786955.0, 9786955.0, 10167317, 10167317, 10253917.0, 10253917.0, 10053299, 10053299, 10170827, 10170827, 9570215, 9570215, 9612214.0, 9612214.0, 10309677.0, 10309677.0, 10433700.0, 10433700.0, 9009293.0, 9009293.0, 9654388.0, 9654388.0, 9283492, 9283492, 9646993.0, 9646993.0, 9322411, 9322411, 9597770.0, 9597770.0, 10458753, 10458753, 9826743, 9826743, 10210104, 10210104, 10368949, 10368949, 9283937, 9283937, 9284441, 9284441, 10179717.0, 10179717.0, 9105284, 9105284, 9317542.0, 9317542.0, 9911139, 9911139, 9036200, 9036200, 9849741, 9849741, 10248776, 10248776, 9142379.0, 9142379.0, 9399678.0, 9399678.0, 10061341, 10061341, 9599539.0, 9599539.0, 9639735.0, 9639735.0, 10245057, 10245057, 10412056.0, 10412056.0, 9359402, 9359402, 10469482, 10469482, 9188556.0, 9188556.0, 10482482, 10482482, 9021239, 9021239, 9786549, 9786549, 9612223, 9612223, 9568197, 9568197, 9036035.0, 9036035.0, 10275631, 10275631, 10337447, 10337447, 9217195, 9217195, 9563236, 9563236, 9317789, 9317789, 10260490.0, 10260490.0, 9342852, 9342852, 10203220, 10203220, 9917085.0, 9917085.0, 10203222, 10203222, 9317485, 9317485, 9814962.0, 9814962.0, 9280175.0, 9280175.0, 10196603.0, 10196603.0, 9131894.0, 9131894.0, 10175886.0, 10175886.0, 10465482.0, 10465482.0, 10064956.0, 10064956.0, 9125199.0, 9125199.0, 9144900.0, 9144900.0, 9265897.0, 9265897.0, 10465685.0, 10465685.0, 10267006.0, 10267006.0, 9567522.0, 9567522.0, 9340420.0, 9340420.0, 10106909.0, 10106909.0, 9786293.0, 9786293.0, 9365563.0, 9365563.0, 10450669, 10450669, 9104868, 9104868, 9145832.0, 9145832.0, 9111558.0, 9111558.0, 10200307.0, 10200307.0, 10121116.0, 10121116.0, 9742910, 9742910, 9703930.0, 9703930.0, 9597779.0, 9597779.0, 10465242.0, 10465242.0, 10368591, 10368591, 9105819, 9105819, 10254351, 10254351, 10022678.0, 10022678.0, 10146000.0, 10146000.0, 10365945, 10365945, 9750966, 9750966, 9461743, 9461743, 9550406, 9550406, 10331536, 10331536, 10465727, 10465727, 9687183.0, 9687183.0, 9112579.0, 9112579.0, 9317811, 9317811, 10147968, 10147968, 9730193, 9730193, 9036034, 9036034, 9041417, 9041417, 9635297, 9635297, 9358195, 9358195, 10022774.0, 10022774.0, 9105268.0, 9105268.0, 10233929, 10233929, 9330659, 9330659, 10201003.0, 10201003.0, 10200269.0, 10200269.0, 9227156, 9227156, 10270754.0, 10270754.0, 9145298, 9145298, 9786382.0, 9786382.0, 9008734, 9008734, 10342207, 10342207, 10203095.0, 10203095.0, 9144230, 9144230, 9317751, 9317751, 9317594, 9317594, 9317772, 9317772, 10481907, 10481907]
scoraggiare	[9545231, 9997737.0, 9642027, 9364377, 9577984.0, 9343703.0, 9306156.0, 10058008]
rappresentazione	[9674963.0, 9073665.0, 9490436, 9182972, 9574550, 9175989, 9176219.0, 9804018, 9210071]
dieta	[10479314, 10109164.0, 10087010, 9778122, 10109178, 10456950, 9795036, 10356488, 9635958, 10338521, 9948594, 9757308.0, 10333683.0, 9300350.0, 9369313, 9271791, 9635074, 9099637, 10213011, 9511028.0, 9074600, 9114221, 9879767, 10001595, 9583465.0, 10140679.0, 9384857, 10138384.0, 10227104.0, 9077033.0, 9492648, 10251110, 9986928, 9931083, 10052231]
viaggiatore	[10382088.0, 10032612.0, 9879492.0, 9279202, 10059227.0, 9243463, 10307628.0, 10225151, 10094304, 9668587, 9253777, 9323699, 9243487, 9216738.0, 9243513]
usato	[9647619, 9647619, 10348893, 10348893, 10312826, 10312826, 9656363, 9656363, 9389540, 9389540, 10058186.0, 10058186.0, 9702748.0, 9702748.0, 9003399.0, 9003399.0, 9068703, 9068703, 9981176, 9981176, 10382055, 10382055, 9101679.0, 9101679.0, 10205088.0, 10205088.0, 9856030, 9856030, 9702943.0, 9702943.0, 9085209, 9085209, 9845964, 9845964, 9797130, 9797130, 10368619, 10368619, 10298631, 10298631, 10285189.0, 10285189.0, 9784445.0, 9784445.0, 10440128.0, 10440128.0, 10110756, 10110756, 9233322, 9233322, 10211912.0, 10211912.0, 10117441.0, 10117441.0, 9915800, 9915800, 9289629.0, 9289629.0, 9425929, 9425929, 10443336.0, 10443336.0, 9831754.0, 9831754.0, 9539525, 9539525, 9800606.0, 9800606.0, 10230302, 10230302, 9927498, 9927498, 9849883, 9849883, 9990411, 9990411, 9282445, 9282445, 10189810, 10189810, 10394031, 10394031, 10378837.0, 10378837.0, 10294438, 10294438, 10408181, 10408181, 10318041, 10318041, 10404862.0, 10404862.0, 9035803.0, 9035803.0, 9003402.0, 9003402.0, 9727171, 9727171, 9046646.0, 9046646.0, 9598322, 9598322, 10430940.0, 10430940.0, 9517719, 9517719, 9779828.0, 9779828.0, 9048804.0, 9048804.0, 9669706, 9669706, 9229028, 9229028, 9233132.0, 9233132.0, 10309180, 10309180, 9756150, 9756150, 10460494, 10460494, 9518162.0, 9518162.0, 9069214, 9069214, 10056361.0, 10056361.0, 9811607, 9811607, 9246126, 9246126, 9357454, 9357454, 9848999, 9848999, 9977419, 9977419, 9207363, 9207363, 9317352, 9317352, 9216282, 9216282, 9838413, 9838413, 9392105, 9392105, 9365808.0, 9365808.0, 10054599.0, 10054599.0, 9866133.0, 9866133.0, 10337418.0, 10337418.0, 10232143, 10232143, 9285841.0, 9285841.0, 10419843.0, 10419843.0, 9363261, 9363261, 9293646, 9293646, 9740513.0, 9740513.0, 10277093.0, 10277093.0, 10237794, 10237794, 9345339, 9345339, 9826912, 9826912, 9389683.0, 9389683.0, 9878014.0, 9878014.0, 9690852, 9690852, 9880901.0, 9880901.0, 9281824, 9281824, 9470618.0, 9470618.0, 10041022, 10041022, 10376306.0, 10376306.0, 9241261, 9241261, 10258453, 10258453, 9400552, 9400552, 9060730.0, 9060730.0, 10157050, 10157050, 10277002, 10277002, 9698768.0, 9698768.0, 10178007.0, 10178007.0, 10054221.0, 10054221.0, 9451753.0, 9451753.0, 10322219, 10322219, 9566501, 9566501, 10068950, 10068950, 9976214, 9976214, 10373792, 10373792, 9058405.0, 9058405.0, 10387270, 10387270, 9622697, 9622697, 9217535, 9217535, 10176274, 10176274, 10325392, 10325392, 9668422, 9668422, 10240899, 10240899, 9818877.0, 9818877.0, 9343826.0, 9343826.0, 10207844.0, 10207844.0, 9131479, 9131479, 10439787.0, 10439787.0, 9931581, 9931581, 10393899, 10393899, 10443324.0, 10443324.0, 9306162, 9306162, 10485957.0, 10485957.0, 10461580.0, 10461580.0, 10075734.0, 10075734.0, 9524049, 9524049, 10143631, 10143631, 10377591.0, 10377591.0, 9552845, 9552845, 9351957, 9351957, 9414142, 9414142, 9710038, 9710038, 9709109.0, 9709109.0, 10481025, 10481025, 9238743, 9238743, 10499601, 10499601, 9122085.0, 9122085.0, 10221003, 10221003, 10337244, 10337244, 9116365, 9116365, 10398517, 10398517, 10438594, 10438594, 10115031.0, 10115031.0, 10299048, 10299048, 10274436, 10274436, 9478698.0, 9478698.0, 10144002.0, 10144002.0, 9702961, 9702961, 9368273, 9368273, 9672263, 9672263, 9485165, 9485165, 9159369, 9159369, 9791890, 9791890, 10054057.0, 10054057.0, 9072046, 9072046, 10075899, 10075899, 9710137, 9710137, 10018449, 10018449, 9651029, 9651029, 10475322.0, 10475322.0, 9482442, 9482442, 9918100.0, 9918100.0, 9597815, 9597815, 10340356, 10340356, 9622140, 9622140, 10398868.0, 10398868.0, 10078911.0, 10078911.0, 9101405.0, 9101405.0, 9336509, 9336509, 10468134, 10468134, 10163140, 10163140, 10270349, 10270349, 9905011.0, 9905011.0, 10428674, 10428674, 9849279, 9849279, 9330987, 9330987, 9880074, 9880074, 10244645, 10244645, 10375768, 10375768, 10351384.0, 10351384.0, 9737520, 9737520, 10158342, 10158342, 9199927, 9199927, 9937635, 9937635, 10174521, 10174521, 10199333, 10199333, 9340475, 9340475, 10029755, 10029755, 9060078, 9060078, 9261292, 9261292, 9962126, 9962126, 9498261, 9498261, 9127975, 9127975, 9473012, 9473012, 9342416, 9342416, 10449723, 10449723, 9448354, 9448354, 9193152, 9193152, 9619696, 9619696, 9828234, 9828234, 10277713, 10277713, 10354625, 10354625, 9364264, 9364264, 9352175, 9352175, 10468983, 10468983, 10421024, 10421024, 9159214, 9159214, 9930355, 9930355, 9814318, 9814318, 9863989, 9863989, 10240836, 10240836, 10027433, 10027433, 10274434, 10274434, 10339324, 10339324, 9503966, 9503966, 10356908, 10356908, 10424519, 10424519, 9240882, 9240882, 9777498, 9777498, 9658413, 9658413, 9400471, 9400471, 9400482, 9400482, 10357298, 10357298, 9621207, 9621207, 9158595, 9158595, 9617279, 9617279, 9796857, 9796857, 10175901, 10175901, 10175849, 10175849, 9798275.0, 9798275.0, 10058928.0, 10058928.0, 9656803.0, 9656803.0, 10022005.0, 10022005.0, 10244644.0, 10244644.0, 9680668.0, 9680668.0, 9558875.0, 9558875.0, 10440039.0, 10440039.0, 10033355.0, 10033355.0, 10448060, 10448060, 9238528, 9238528, 10379820, 10379820, 10326785.0, 10326785.0, 10298500.0, 10298500.0, 9739973, 9739973, 9474861.0, 9474861.0, 9221254, 9221254, 10039987.0, 10039987.0, 9835340.0, 9835340.0, 9208575, 9208575, 9651934.0, 9651934.0, 9936844, 9936844, 10365511, 10365511, 9796855.0, 9796855.0, 10319367, 10319367, 9084562, 9084562, 10274432, 10274432, 10274439, 10274439, 9567022, 9567022, 9145649, 9145649, 9358934, 9358934, 9417628, 9417628, 10377001, 10377001, 9374294, 9374294, 10154924, 10154924, 10364333, 10364333, 9170194, 9170194, 9142695, 9142695, 9818024, 9818024, 9006534, 9006534, 9380146, 9380146, 9812130, 9812130, 10205988, 10205988, 9785347, 9785347, 10357299, 10357299]
intervistatore	[]
ufficiale	[9171343.0, 10363238, 9862278.0, 10033032.0, 10435290.0, 10322776.0, 9938771.0, 9483647.0, 10434413.0, 10232008.0, 10438001.0, 10057041.0, 9218059, 10433808, 9536558.0, 10376512.0, 10430666.0, 10092283.0, 9318735.0, 9471195.0, 9016744, 10439318.0, 10320175.0, 10411462, 10443351, 9318818.0, 9839649.0, 10075730, 9218008, 9470284.0, 10378150.0, 10319493.0, 10359046, 9171261, 10241220.0, 9305912.0, 10099559.0, 10259843.0, 10434100, 9766123, 10075543, 10014620, 9525749, 9170939, 10322199, 9639694, 10439374.0, 9312877, 9502574.0, 9992499.0, 10115081.0, 9695233.0, 10358723.0, 9470540, 9857480.0, 9720399, 10480163, 9662224.0, 10187462, 10086170.0, 9218371, 9564767, 9260670.0, 10443548, 10289956, 10430987, 9700021.0, 10436323.0, 9103390.0, 9160078.0, 10107259.0, 9506343.0, 9857715.0, 9525931.0, 9698123.0, 10369924, 10321128.0, 9796917.0, 9512888.0, 10374563.0, 9283149, 9636531.0, 10047273, 10370518.0, 9218487.0, 10365051, 9131546, 10431036, 9853465.0, 9306249.0, 10442307, 9159948, 9896523, 10320674.0, 10097055.0, 10122736, 9188818, 10442812, 10430642, 9306272, 9376224, 9010942, 10066986.0, 9329304.0, 9032509.0, 9521797.0, 9376268.0, 9389658.0, 9293434, 9446730.0, 9864197.0, 10370765.0, 9192990.0, 9120246.0, 9329570.0, 10435295, 9754851.0, 10240646.0, 9347099.0, 10064877, 9750895, 9440887.0, 9274671.0, 9193261.0, 9901537.0, 9159752.0, 9411572.0, 9376387, 9159837, 9527185, 10480243.0, 10370195.0, 10369981, 10370522, 10372107, 10374317, 10375321, 10433202, 10434896, 10443911, 9285285.0, 10318252, 10360454.0, 9578831.0, 9192545.0, 9523472, 10118172, 10320673, 9553496, 10320652, 9770443, 9506393, 9444668, 9653447.0, 9697608.0, 9414302, 10322476.0, 9977472, 10430729, 10412198, 10375077, 10321089, 10430667, 10289460, 10488511, 9001477, 9743083, 10434005.0, 10123326, 10359129.0, 9649157, 9693498, 10359228, 9934753, 10015225.0, 10370130, 9376697.0, 9285778.0, 10435543.0, 9458345.0, 10430872.0, 9954471.0, 9741683.0, 9527178.0, 9890172.0, 9507166.0, 9318403, 10104705.0, 9223348.0, 9987682, 10371727.0, 10105383, 9695151.0, 10401573.0, 9193598.0, 10308228.0, 10345525, 10320416, 9608678, 9442333, 10434498, 9292635, 10020249, 10441272, 10271633.0, 10085614, 9581941, 9520352, 10454710, 9305896, 9582621, 9532878, 10473318, 10111417.0, 10320419, 9407898, 9700770, 9567012, 10322183, 10377172.0, 9720401, 9567699.0, 10436185, 9347641, 10359531, 9261491.0, 9325381.0, 10104858, 9217815.0, 9724103, 10319790, 9532868.0, 10339445, 9459890, 10122481, 9532709, 9171375, 9527087, 9216982, 9043574.0, 10370325, 9512712, 9912427, 9032559, 9700085.0, 9506220.0, 9502738, 9738886, 9506263.0, 10122878, 9440693, 9450106, 9470392, 10122737.0, 10430663, 9323913, 9218018, 9735160, 10443842, 9512779, 9369000.0, 10412461, 9426824.0, 10433899.0, 9536480.0, 10318391.0, 10358859.0, 10322774.0, 9768983.0, 9919923.0, 10064783.0, 9506363.0, 9159843.0, 10065132.0, 9642789.0, 9262756.0, 10393689.0, 9778062.0, 10229558.0, 9893051.0, 10438098.0, 10438130.0, 10373468, 9111276, 9566237.0, 10327740.0, 9912775.0, 9773694.0, 9476523.0, 9160291.0, 10338458.0, 9483654.0, 9364307, 9343871, 9973221.0, 9677828.0, 9440793.0, 10430731.0, 9532911, 9768068.0, 9622794.0, 10121128, 10214455.0, 9592102.0, 10111430.0, 9313968.0, 10122567.0, 9450343, 10432343, 9643073.0, 9977473, 10409602.0, 10416711, 9284751.0, 9217539, 9594544, 9548795.0, 9319114, 10359246.0, 9215915.0, 9284224.0, 9683172, 9414323.0, 9306241, 9595792.0, 9414252, 10430794, 9433865.0, 10321129, 9959520.0, 10439244.0, 10321053, 10430839, 10376507.0, 10430614.0, 10432860.0, 9527086, 10434101, 10049888.0, 10178765.0, 10234488.0, 9506347.0, 9314994.0, 10116584, 10320588.0, 10270856.0, 10339821, 10288825.0, 10151065, 10434780, 10369526, 10338340.0, 9178391.0, 10432547, 9414519, 9414520, 9805872.0, 10320900, 9329154.0, 9318132, 9120387, 9305779, 9582086, 9826943, 10320886, 9972781]
