LEMMA	POS	SENT_ID	N/A	N/A		SENT_ID	N/A	N/A		SENT_ID	N/A	N/A		POLYSEMY	ENOUGH_CONTEXT_SENTENCES?
decorare	VER	2189454	Mia moglie mostrò un gusto straordinario nel decorare le stanze.	Meine Frau zeigte einen ausgezeichneten Sinn für Ästhetik beim Dekorieren des Zimmers.		9626595	Dovremmo decorare il tuo ufficio: quadri, tappezzerie.	Wir sollten dein Büro dekorieren.		10280107	Ha cominciato a decorare la casa.	Sie fing an, alles zu renovieren.			X
sottoporre	VER	602293	Le seguenti persone sono state sottoposte al test.	Die folgenden Personen wurden dem Test unterzogen.		749956	È stato sottoposto alla tortura da parte della polizia.	Er wurde durch die Polizei gefoltert.		10320306	Vorrei sottoporre tutti e due a una seduta di ipnosi.	Ich möchte Sie beide hypnotisieren.			X
passo	NOM	2426824	Avere una maggior autostima e fiducia in sé stessi non ci rende automaticamente dei supereroi, ma rappresenta il primo passo per affrontare al meglio le sfide di tutti i giorni.	Ein Mehr an Selbstachtung und Selbstvertrauen macht uns nicht automatisch zu Superhelden, aber es ist der erste Schritt zu einer besseren Bewältigung der Herausforderungen des Alltags.		1183610	Lui ha fatto dei grandi passi avanti in Inglese.	Er hat im Englischen große Fortschritte gemacht.		3406992	Il primo passo è molto difficile.	Der erste Schritt ist sehr schwierig.			X
consiliare	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
alunno	NOM	3056945	Un bravo insegnante deve essere paziente con i suoi alunni.	Ein guter Lehrer sollte seine Schüler mit Geduld behandeln.		2291338	Gli alunni misero in imbarazzo l'insegnante con domande sciocche.	Die Schüler brachten den Lehrer mit dummen Fragen in Verlegenheit.			N/A	N/A			
discendere	VER	2056533	Credo che noi discendiamo da protozoi.	Ich denke, wir stammen von Einzellern ab.		976832	Sua madre discendeva da una famiglia russa.	Seine Mutter stammte aus einer russischen Familie.			N/A	N/A			
smettere	VER	759863	Il dottore ha richiesto al signor Smith di smettere di fumare.	Der Arzt hat von Herrn Smith verlangt, mit dem Rauchen aufzuhören.		383777	Ho intenzione di smettere di bere a qualunque costo.	Ich will mit dem Trinken aufhören, koste es, was es wolle.		3369600	Ha smesso di piovere, puoi riaprire le finestre.	Der Regen hat aufgehört, die Fenster können wieder geöffnet werden.			X
finalista	NOM	9740700	Sul palco si esibiranno tre finalisti e la giuria di stasera è composta da:	Es gibt drei Finalisten, und die heutige Jury besteht aus:			N/A	N/A			N/A	N/A			
pastore	NOM	9190415	Il buon pastore non diserta il suo gregge minacciato dai lupi.	Ein guter Hirte überlässt seine Herde nicht den Wölfen.			N/A	N/A			N/A	N/A			
salire	VER	1309738	Tom è salito sull'autobus sbagliato.	Tom ist in den falschen Bus eingestiegen.		1588671	Per caso, siamo saliti nello stesso autobus.	Wir sind zufällig in denselben Bus eingestiegen.		9578439	Ma quando sarà ora di tornare a casa, non salire in macchina con loro.	Aber wenn sie zur Rückfahrt in ihr Auto einsteigen, fahr nicht mit ihnen zurück.			X
inventore	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
grammaticale	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
specificatamente	ADV	9607756	Se lo leggerà, vedrà che le ordina specificatamente di uscire da questa casa adesso.	Wenn Sie sie bitte durchlesen. Sie sehen, Sie haben das Haus unverzüglich zu verlassen.			N/A	N/A			N/A	N/A			
candidato	NOM	9463647	Chi resterà vivo alla fine sarà il candidato vincente, no?	Der, der am Ende noch lebt ist wohl der wahrscheinlichste Kandidat.		9168738	I democratici hanno già scelto il loro candidato?	Wurde der Kandidat der Demokraten schon gewählt?		9960619	Non è bello corrompere un candidato!	Vorsicht! Bestechung eines Kandidaten, das kann teuer werden.			X
pubblicizzare	VER	10120446	A meno che questa sua scomparsa non sia una trovata per pubblicizzare la sua autobiografia.	Es sei denn, sein Verschwinden ist ein Gag, um für seine Autobiographie zu werben.			N/A	N/A			N/A	N/A			
impedire	VER	1842400	Maria si rese conto che le sue eccezionali capacità intellettuali le impedivano di andare avanti sulla strada per la felicità.	Es wurde Maria bewusst, dass ihre herausragenden intellektuellen Fähigkeiten sie daran hindern, den Weg ins Glück zu gehen.		377115	La pioggia mi ha impedito di uscire.	Der Regen hielt mich davon ab, hinauszugehen.		10318723	Dobbiamo impedire loro di distruggere noi e il pianeta.	Wir lassen nicht zu, dass sie uns zerstören. Oder den Planeten.			X
editoria	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
concittadino	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
ministro	NOM	841779	Silvio Berlusconi è un politico italiano, l'attuale Primo Ministro dell'Italia, così come un imprenditore di successo.	Silvio Berlusconi ist ein italienischer Politiker, der aktuelle italienische Premierminister, und auch ein erfolgreicher Unternehmer.		642653	Il primo ministro si è dimesso.	Der Premierminister ist zurückgetreten.		2151366	Oggi abbiamo incontrato i ministri degli Affari esteri degli Stati arabi.	Heute haben wir uns mit den Außenministern der arabischen Staaten getroffen.			X
totale	ADJ	4610281	Ci sarà un'eclissi solare totale domani.	Morgen gibt es eine totale Sonnenfinsternis.		9426031	Fra poco perderemo il segnale, poi sarà silenzio totale per 96 ore.	Wir verlassen in ein paar Sekunden den Funkbereich für die nächsten 96 Stunden.		10061469	Poi, ad un tratto il silenzio totale ed assoluto.	Dann, ganz plötzlich Stille totale Stille.			X
arrostito	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
smarrito	ADJ	9156538	Come un cane smarrito che torna al padrone.	Wie ein treuer Hund kehrt sie zurück zu seinem Herrn.		9389053	Con Cristo sarai redento e senza di lui sarai smarrito.	Mit Christus ist man gerettet, und ohne ihn ist man verloren.		10225098	Sembrava così indifeso, un cucciolo smarrito, e ho sentito un tuffo al cuore.	Er schien so hilflos. Wie ein verlorenes Hündchen, und ich verlor mein Herz an ihn.			X
romanzo	NOM	4166917	Chi pensi che sia l'autore di questo romanzo?	Was glaubst du, wer der Autor dieses Romans ist?		636143	Ogni volta che leggo questo romanzo, penso che sia veramente interessante.	Jedes Mal, wenn ich diesen Roman lese, finde ich ihn sehr interessant.		3629194	Questo romanzo è stato scritto da uno scrittore americano.	Dieser Roman wurde von einem amerikanischen Autor verfasst.			X
esigente	ADJ	3260860	Lei è molto esigente quando si tratta di cibo.	Sie ist wählerisch, was Essen betrifft.		9400876	La madre era una donna soffocante ed esigente.	Seine Mutter war eine fordernde Frau und ließ ihn nicht los.		9143605	Vivian è viziata, esigente svelta e senza riguardi.	Vivian ist anspruchsvoll smart und rücksichtslos.			X
apprendere	VER	9282010	E che cosa provano? Che è in grado di apprendere gli insegnamenti di Bounine.	Sie hat doch bloß gelernt, was Bunin ihr beigebracht hat.			N/A	N/A			N/A	N/A			
ostacolare	VER	9732086	Per ostacolare questa missione, mi serve una radio.	Um die Aktion abzublasen, brauche ich ein Funkgerät.		9702782	Piccola, certo che no, non voglio ostacolare la tua carriera.	Ich möchte deiner Karriere natürlich nicht im Weg stehen.		9335005	Dobbiamo ostacolare quel piano, assolutamente!	Wir müssen diesen Plan zunichte machen!			X
consumo	NOM	2416904	L'economia è in crisi, infatti sono diminuiti i consumi.	Die Wirtschaft steckt in einer Krise, und tatsächlich ist der Konsum geschrumpft.		1765048	Il consumo di oli minerali è accompagnato da effetti esterni che spesso non sono assorbiti dal prezzo di mercato.	Der Gebrauch von Mineralöl geht mit Auswirkungen auf die Umwelt einher, die häufig nicht in den Marktpreis eingehen.		10115321	Dovrà volare molto basso e a velocità ridotta, per ridurre il consumo.	Er wird niedrig und langsam fliegen müssen, um Treibstoff zu sparen.			X
dimagrante	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
considerevole	ADJ	9365127	Quella proprietà deve valere una somma considerevole.	Das Gut muss viel Geld wert sein. Wie viel genau?		9821694	È una somma considerevole da trovare in poche ore.	Es kostet mehr als ein paar Stunden, so viel Geld zu besorgen.		9975626	Chiaro, la mia ricchezza mi procurava una considerevole influenza.	Natürlich hat mir mein Reichtum beträchtlichen Einfluss erlaubt.			X
copia	NOM	2576399	Tom comprò due copie del libro.	Tom kaufte zwei Exemplare des Buches.		9563834	Ve ne forniremo copia in inglese e in tedesco.	Kopien davon werden auf Englisch und auf Deutsch ausgegeben.		10375521	avete almeno una copia del Wall Street Journal?	Man wird doch hier das Wall Street Journal lesen können?			X
adottare	VER	9972513	Comunque Liliane voleva vivere sola ed adottare un bambino.	Liliane wollte sowieso allein leben und ein Kind adoptieren.		10467758	Siamo felicemente sposati da 10 anni e vorremmo adottare un bambino.	Wir sind seit zehn Jahren verheiratet. Wir möchten ein Kind adoptieren.		10467730	Dite solo che siete una coppia che vuole adottare un bambino.	Sie sagen, Sie sind ein Paar, das ein Kind adoptieren will.			X
spagnolo			N/A	N/A			N/A	N/A			N/A	N/A			
possibilità	NOM	1878618	Vorrei chiedervi di prendere in considerazione questa possibilità.	Ich möchte Sie bitten, diese Möglichkeit zu erwägen.		3769842	Almeno dammi una possibilità.	Gib mir wenigstens eine Chance!		2442151	Nel mondo di oggi la conoscenza di più lingue è la chiave per sperimentare molti dei lati buoni della vita. Ti dà la possibilità di fare amicizia con persone di altri paesi, di studiare all'estero o andare lì per una vacanza, e può anche darti il tuo lavoro dei sogni.	In der heutigen Welt ist die Kenntnis mehrerer Sprachen der Schlüssel um viele gute Seiten des Leben zu erfahren. Sie eröffnet dir die Möglichkeit, Freundschaften mit Menschen aus anderen Ländern zu schließen, versetzt dich in die Lage, im Ausland zu studieren oder Urlaub zu machen, und kann dir sogar zu deinem Traumjob verhelfen.			X
tavola	NOM	4504981	Generalmente mangiamo a tavola tutti insieme.	Normalerweise essen wir alle gemeinsam am Tisch.		4542505	Si sedette a tavola, si versò un bicchiere di vino bianco e attese.	Sie nahm am Tisch Platz, füllte sich ein Glas mit Weißwein und wartete.		10220391	Su, Ernst, ora vai a tavola e mangia insieme agli altri.	Ernst, jetzt komm rüber an den Tisch und iss da wie die anderen auch.			X
prevenire	VER	946780	Le vaccinazioni aiutano a prevenire le malattie infantili.	Impfungen tragen zur Verhütung von Kinderkrankheiten bei.		9707412	Forse avrei potuto trovare un modo per prevenire tutto questo.	Es hätte sich doch verhindern lassen müssen.		9513068	Il nostro scopo e prevenire con la minaccia le azioni del nemico.	Unser Ziel ist, eine Bedrohung durch den Feind zu verhindern.			X
coordinare	VER	9723397	Non tutti possono combattere, qualcuno deve pur coordinare.	Nicht jeder kann kämpfen. Es gibt welche die organisieren koordinieren müssen.			N/A	N/A			N/A	N/A			
concorso	NOM	9409295	20 anni fa ho vinto un grosso concorso, non lo dimenticherò mai	Vor 20 Jahren siegte ich in einem großen Wettkampf.		9905971	Ma se vinco questo concorso, potrò ripagare i miei debiti con Thor.	Aber wenn ich diesen gewinne, kann ich Thor meine Schulden zurückzahlen.		10197505	Vinsi un concorso di bellezza.	Dann habe ich einen Schönheitswettbewerb gewonnen.			X
massimo	NOM	2215457	Tutto ciò che posso fare è dare il massimo.	Ich kann nur mein Bestes geben.		10393528	Cercare di comportarti da professionista è il massimo che puoi fare.	Versuch einfach, professionell zu sein.		9982570	Sam ha bisogno di soldi per la compagnia ed entrambi vogliamo che tu ottenga il massimo.	Sam braucht das Geld für die Firma und wir wollen beide, dass es dir so gut wie möglich ergeht.			X
massimo	ADJ	4841388	Un uragano di categoria 5 causa un danno massimo.	Ein Orkan der Kategorie 5 verursacht einen maximalen Schaden.		9831777	Il mio cliente ha risposto a tutte le domande con la massima sincerità.	Er hat nicht auf Zusatzartikel 5 bestanden, seine Erklärung sollte angehört werden!		9416348	Deve avere per lui il massimo rispetto.	Sie müssen ihm größten Respekt erweisen.		POLYSEMY	X
rapporto	NOM	2438460	Nei rapporti interpersonali non c'è nulla di più importante della fiducia.	Nicht ist in zwischenmenschlichen Beziehungen wichtiger als Vertrauen.		1852464	Sono in buoni rapporti con i loro vicini.	Sie haben eine gute Beziehung zu ihren Nachbarn.		1840935	Come fai a sapere se il tuo rapporto con lui funziona?	Wie findest du heraus, ob deine Beziehung mit ihm funktioniert?			X
importare	VER	2782288	Non importa quanto tu corra velocemente, non sarai mai in orario.	Egal, wie schnell du läufst, du wirst nie rechtzeitig da sein.		2205998	Non importa quale strumento musicale tu voglia imparare, la cosa più importante è di non fare alcun errore fin dall'inizio, poiché gli errori si fissano nella memoria sempre meglio di tutto ciò che hai fatto bene.	Egal, welches Musikinstrument du lernen willst, das Wichtigste ist, von Anfang an keine Fehler zu machen, denn Fehler prägen sich immer besser ein als alles, was du richtig gemacht hast.		1872402	“Ci siamo allontanati abbastanza dal soggetto.“ “Non importa. L'importante è che noi utilizziamo le lingue.“	„Wir sind recht weit vom Thema abgekommen.“ — „Das macht nichts. Die Hauptsache ist, dass wir die Sprachen anwenden.“			X
ascoltatore	NOM	9026529	Ci scusiamo con gli ascoltatori per il ritardo nella trasmissione del concerto alla Albert Hall.	Wir entschuldigen uns für die Unterbrechung des Konzertes.			N/A	N/A			N/A	N/A			
imbianchino	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
orgoglio	NOM	9970363	Mi dichiaro con orgoglio il primo uomo ad aver abbattuto un aereo giapponese sul continente americano.	Ich bin stolz, als erster Amerikaner ein japanisches Flugzeug über Amerika abgeschossen zu haben.		10441803	Ha sofferto a causa del mio orgoglio e del mio egoismo.	Sie litt unter meinem Stolz und Egoismus.		10247115	Voglio che camminiamo con orgoglio e a testa alta.	Ich will, dass wir aufrecht und stolz durch die Straßen gehen.			X
specialistico	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
strumento	NOM	2205998	Non importa quale strumento musicale tu voglia imparare, la cosa più importante è di non fare alcun errore fin dall'inizio, poiché gli errori si fissano nella memoria sempre meglio di tutto ciò che hai fatto bene.	Egal, welches Musikinstrument du lernen willst, das Wichtigste ist, von Anfang an keine Fehler zu machen, denn Fehler prägen sich immer besser ein als alles, was du richtig gemacht hast.		2477732	Ci serve uno strumento con cui aprirlo.	Wir brauchen ein Werkzeug, mit dem wir es öffnen können.		1869319	Psicologi dicono che l'ottimismo, l'umorismo e la creatività sono gli strumenti migliori per affrontare le avversità psicologiche causati dalla crisi economica.	Psychologen sagen, dass Optimismus, Humor und Kreativität die besten Werkzeuge seien, um, durch die aktuelle Wirtschaftskrise verursachten, psychologischen Widrigkeiten entgegenzutreten.		POLYSEMY	X
immaginare	VER	1677682	Non riesco a immaginare un futuro senza elettricità.	Ich kann mir eine Zukunft ohne Elektrizität nicht vorstellen.		2440528	Non riesco a immaginare la mia vita senza di te.	Ich kann mir ein Leben ohne dich nicht vorstellen.		903213	Possiamo immaginare difficilmente la nostra vita quotidiana senza la televisione.	Wir können uns das tägliche Leben nur schwer ohne Fernseher vorstellen.			X
agricoltore	NOM	2429163	I primi agricoltori che iniziarono la coltivazione della pianta del cacao furono gli antichi Maya.	Die ersten Bauern, die mit dem Anbau des Kakaobaums begannen, waren die alten Maya.		9031846	E cipolle che nessun altro agricoltore ha.	Und Zwiebeln, wie kein anderer Farmer		4954359	In quel villaggio dimenticato da Dio la maggior parte degli agricoltori era analfabeta.	In diesem gottvergessenen Dorf waren die meisten Bauern des Lesens unkundig.			X
violino	NOM	351824	Tom sta suonando il violino adesso.	Tom spielt gerade Geige.		10104450	Mio figlio va alla scuola musicale, non so quale violino comprargli.	Mein Sohn geht zur Musikschule. Ich brauche eine Geige für ihn.		10104451	Prendi Stradivari, è un buon violino.	Kauf doch eine Stradivarius — gute Geigen!			X
